transaction_id,ts,user_id,country,city,product_id,category,subcategory,unit_price,qty,discount_code,payment_type,device,channel,referrer,is_return,return_date,status,notes
15RTa48SC2x1,2025-07-17 18:07:19,896,FR,Paris,1012,Électronique,Téléphones,27.69,1,WELCOME10,interac,mobile,boutique,google,0,,paid,
8bYAMpH5fUad,2025-07-30 01:45:50,570,US,Boston,1108,Maison,Literie,27.9,1,ÉTÉ2025,interac,mobile,marketplace,newsletter,0,,pending,
i8aSpj21X8vG,2025-07-02 18:20:31,1312,US,San Francisco,1048,Électronique,Tablettes,29.13,1,,paypal,mobile,boutique,friend,0,,paid,
LuP5HMQ3m5Gx,2025-08-31 06:29:05,1207,MA,Casablanca,1281,Beauté,Cheveux,34.16,1,ÉTÉ2025,crypto,mobile,app,instagram,0,,pending,"Adresse incomplète, revoir 📦"
Tx3pcAYYkpIx,2025-07-25 08:26:12,413,FR,Lyon,1120,Mode,Chaussures,36.43,5,ÉTÉ2025,paypal,mobile,boutique,newsletter,0,,paid,
5AWj83eOc9LE,2025-08-11 01:51:47,1412,FR,Paris,1257,Beauté,Soins,17.22,1,,paypal,desktop,web,newsletter,0,,paid,
f8NR0Xy8ZEur,2025-09-20 02:25:32,1536,FR,Marseille,1050,Électronique,Tablettes,28.85,1,WELCOME10,crypto,mobile,web,friend,0,,paid,"Nom cont… ""Dupont, Jean"""
jbS8RCmcCpCo,2025-08-05 02:31:10,868,DE,Berlin,1156,Mode,Vêtements,62.36,1,STUDENT,card,desktop,boutique,friend,0,,paid,
tHr9RiqIQi8V,2025-08-16 10:21:03,1205,FR,Marseille,1269,Beauté,Maquillage,26.19,1,WELCOME10,paypal,mobile,web,tiktok,0,,paid,
txjMG8lrImgX,2025-09-29 08:41:45,762,MA,Rabat,1053,Électronique,Tablettes,33.31,2,WELCOME10,interac,mobile,app,tiktok,0,,paid,
KUpR1rBo22qG,2025-08-03 09:47:14,630,FR,Paris,1289,Beauté,Cheveux,17.97,1,,paypal,desktop,web,instagram,0,,paid,
i9iGaOBSMjzQ,2025-08-31 02:14:24,183,CA,Ottawa,1028,Électronique,Écouteurs,18.17,1,,paypal,desktop,marketplace,direct,0,,paid,
ea35ZvxzfLUz,2025-08-23 21:16:43,424,DE,Hamburg,1183,Sport,Fitness,31.23,1,,crypto,tablet,web,direct,0,,failed,"Promo appliquée, vérifier le cumul"
ccBsvYbC3gAC,2025-09-05 16:00:35,213,US,Boston,1209,Sport,Cyclisme,168.4,5,,card,mobile,web,tiktok,0,,paid,
YlhCVSj5pa1V,2025-07-23 09:35:30,1930,MA,Rabat,1007,Électronique,Téléphones,36.01,2,WELCOME10,interac,mobile,boutique,instagram,0,,paid,"Nom cont… ""Dupont, Jean"""
FmTRKpVPIUvK,2025-07-10 07:07:46,83,US,New York,1134,Mode,Chaussures,15.49,1,WELCOME10,card,tablet,web,instagram,0,,refunded,
cbYXyfKOqHtA,2025-10-07 06:37:10,1452,DE,Berlin,1022,Électronique,Écouteurs,25.37,2,WELCOME10,crypto,tablet,web,google,0,,paid,
0vpTJpTWruyI,2025-08-24 09:15:27,1161,FR,Lyon,1128,Mode,Chaussures,25.79,-1,ÉTÉ2025,crypto,desktop,web,tiktok,1,,failed,
oYgAiHbaBNU3,2025-08-21 05:55:10,1223,FR,Lyon,1026,Électronique,Écouteurs,13.8,3,,crypto,mobile,marketplace,newsletter,0,,paid,
qugq5AVj98gl,2025-09-06 17:12:40,1247,MA,Rabat,1128,Mode,Chaussures,25.79,1,,paypal,mobile,web,direct,0,,paid,
x9G81aSQHqNg,2025-07-29 04:32:31,187,CA,Ottawa,1117,Maison,Literie,13.68,5,STUDENT,interac,desktop,web,friend,0,,pending,
cHlIOrLx1tgL,2025-07-25 10:48:59,1382,US,Boston,1252,Beauté,Soins,70.89,1,,card,mobile,marketplace,google,0,,paid,
7xoVliOL4EVI,2025-08-01 00:22:14,1997,FR,Toulouse,1159,Mode,Vêtements,34.07,1,,crypto,tablet,app,direct,0,,paid,"Livraison express, signature exigée"
xH4y0EFuwvvM,2025-09-12 13:09:55,37,CA,Montréal,1078,Maison,Cuisine,25.68,1,,interac,mobile,web,tiktok,0,,paid,"Livraison express, signature exigée"
uPjv0BGCwAVs,2025-08-22 22:01:03,1494,DE,Munich,1263,Beauté,Maquillage,14.7,1,,crypto,desktop,web,google,0,,failed,
I8lD60VR0ePW,2025-09-19 03:27:03,317,US,Seattle,1057,Électronique,Tablettes,21.02,1,ÉTÉ2025,paypal,mobile,web,tiktok,0,,refunded,
DxKP0nTYcW4u,2025-08-05 16:29:28,757,MA,Rabat,1251,Beauté,Soins,38.82,1,,card,desktop,web,google,0,,paid,
J9c7oxxK6Akk,2025-08-19 02:42:57,1684,CA,Ottawa,1070,Maison,Cuisine,29.39,1,,paypal,mobile,app,newsletter,0,,paid,
sHF350Ui8WAX,2025-09-26 16:24:04,1687,DE,Hamburg,1293,Beauté,Cheveux,37.52,1,,paypal,mobile,app,direct,0,,paid,"Adresse incomplète, revoir 📦"
xZcipP2AJ1Mm,2025-08-18 06:57:44,239,FR,Paris,1041,Électronique,Tablettes,26.73,1,BLACKFRIDAY,paypal,mobile,app,instagram,0,,paid,
dOsuCdE472Eg,2025-09-09 14:15:12,169,CA,Vancouver,1255,Beauté,Soins,19.26,1,ÉTÉ2025,paypal,mobile,app,google,0,,paid,
rYXeBli172pH,2025-10-04 17:04:41,1139,CA,Montréal,1264,Beauté,Maquillage,21.62,1,WELCOME10,crypto,mobile,web,friend,0,,paid,
lPOPqQF34E3u,2025-08-17 19:23:57,666,US,New York,1022,Électronique,Écouteurs,25.37,1,BLACKFRIDAY,interac,mobile,web,tiktok,0,,pending,
ly2aNulpGoS5,2025-08-25 13:26:01,1511,US,New York,1055,Électronique,Tablettes,39.08,1,,paypal,mobile,web,tiktok,0,,paid,
nVPttj4hvYRx,2025-07-03 01:35:40,1356,CA,Toronto,1079,Maison,Cuisine,9.08,1,WELCOME10,card,mobile,web,newsletter,0,,pending,
YnJQ5H5Z3rlo,2025-10-02 18:23:03,160,CA,Montréal,1201,Sport,Cyclisme,32.47,1,,interac,desktop,web,tiktok,0,,paid,
SRQalRE41tZQ,2025-09-29 19:01:47,764,US,San Francisco,1068,Maison,Cuisine,29.39,1,,paypal,mobile,app,newsletter,0,,paid,
7Ihxy76JzlvL,2025-09-13 09:36:52,993,US,Seattle,1275,Beauté,Maquillage,30.91,1,ÉTÉ2025,paypal,mobile,web,friend,0,,paid,
Kr5xMAdDF50l,2025-10-06 12:00:04,1720,FR,Toulouse,1120,Mode,Chaussures,36.43,1,BLACKFRIDAY,interac,desktop,boutique,direct,1,,failed,
mxgGbT4OuAXR,2025-07-07 12:43:30,469,MA,Rabat,1194,Sport,Fitness,26.75,2,,paypal,mobile,app,instagram,0,,paid,
uRiLvPIo9msX,2025-09-19 14:03:33,1290,US,San Francisco,1059,Électronique,Tablettes,39.96,1,ÉTÉ2025,interac,mobile,app,google,1,,paid,"Client a dit: ""excellent, merci !"""
6KYuUYyUdGnY,2025-09-20 10:32:51,899,DE,Hamburg,1281,Beauté,Cheveux,34.16,2,WELCOME10,card,mobile,web,friend,0,,refunded,
CP063X3OL33F,2025-09-05 19:03:19,572,DE,Munich,1253,Beauté,Soins,41.11,5,,crypto,tablet,web,google,0,,paid,
sXWUXZ6xJvdq,2025-09-18 06:50:21,1329,MA,Casablanca,1094,Maison,Décoration,20.16,3,,card,mobile,boutique,direct,0,,paid,
Ry7OIgzj7Zhe,2025-10-04 03:56:29,1614,DE,Hamburg,1255,Beauté,Soins,19.26,1,WELCOME10,paypal,desktop,web,newsletter,0,,paid,
UQzGDxW72HSL,2025-10-10 05:29:32,1314,CA,Vancouver,1158,Mode,Vêtements,13.52,1,,interac,mobile,web,google,0,,paid,
3oT9UGiFkniN,2025-07-16 17:22:05,87,CA,Toronto,1165,Mode,Accessoires,30.16,1,BLACKFRIDAY,interac,desktop,app,instagram,0,,paid,
DGqyO1T1OjY4,2025-08-20 11:53:42,1215,FR,Marseille,1018,Électronique,Téléphones,15.58,1,,paypal,tablet,web,tiktok,0,,paid,
uWzjjsmfpJVq,2025-07-08 03:03:40,702,FR,Marseille,1038,Électronique,Écouteurs,12.63,3,WELCOME10,paypal,desktop,web,instagram,0,,paid,
9cfKcvmU8cjS,2025-07-21 06:04:11,389,CA,Montréal,1284,Beauté,Cheveux,71.27,5,,crypto,mobile,web,google,0,,paid,
XWUSwvQ5dqud,2025-09-28 04:03:42,819,US,Seattle,1015,Électronique,Téléphones,18.52,2,,paypal,mobile,web,direct,0,,paid,
Fl2eFzabSgqd,2025-09-18 03:48:18,274,CA,Toronto,1234,Sport,Randonnée,71.66,1,,crypto,mobile,marketplace,direct,0,,paid,
cujWPzQe3n2X,2025-10-10 23:32:59,290,MA,Rabat,1231,Sport,Randonnée,27.34,2,,card,mobile,web,friend,0,,paid,
xp0SVBeUu4ql,2025-08-25 08:08:25,606,US,Boston,1089,Maison,Décoration,31.71,1,,paypal,mobile,web,google,0,,paid,
HDWViqXLmasW,2025-07-20 03:55:11,1613,DE,Berlin,1104,Maison,Literie,22.63,5,STUDENT,interac,desktop,web,instagram,0,,paid,
QenUaiZtiu1b,2025-10-04 16:55:16,606,CA,Montréal,1161,Mode,Accessoires,36.36,1,WELCOME10,interac,desktop,web,google,0,,paid,
GbaTo2tgFsec,2025-08-21 13:30:24,10,CA,Vancouver,1193,Sport,Fitness,13.16,5,,paypal,tablet,web,tiktok,0,,paid,
OkkIp3iQHaUd,2025-07-27 16:29:10,1816,MA,Rabat,1265,Beauté,Maquillage,13.15,1,,paypal,mobile,web,instagram,0,,paid,
IU6j750iFfCf,2025-08-30 10:14:57,521,CA,Vancouver,1258,Beauté,Soins,30.63,1,,paypal,mobile,marketplace,friend,0,,pending,
NifwmpHdJvu5,2025-10-04 01:12:02,550,US,Seattle,1091,Maison,Décoration,39.82,1,,crypto,mobile,boutique,instagram,0,,paid,
rFTQfa0r0Tnx,2025-07-13 15:48:31,1542,MA,Rabat,1054,Électronique,Tablettes,41.08,1,,card,mobile,app,newsletter,0,,paid,
ciB2KCT5KyTQ,2025-08-16 14:08:40,1405,US,New York,1010,Électronique,Téléphones,19.46,5,,card,mobile,web,google,0,,paid,
x35WkNnUEhIw,2025-08-26 14:26:37,1467,MA,Casablanca,1184,Sport,Fitness,21.94,5,,interac,tablet,app,direct,0,,paid,
y2OPP4MrmLAA,2025-07-05 14:21:07,1883,DE,Berlin,1276,Beauté,Maquillage,27.1,2,,crypto,mobile,web,tiktok,0,,paid,
jYbcH76Ytsvl,2025-09-07 06:22:06,1787,US,San Francisco,1252,Beauté,Soins,70.89,1,,crypto,mobile,web,instagram,0,,paid,
HfPkUXdnfaIc,2025-09-13 08:51:18,1410,MA,Marrakech,1270,Beauté,Maquillage,50.43,1,WELCOME10,crypto,mobile,boutique,newsletter,0,,paid,
czIRu8gzTkr0,2025-08-09 21:35:34,1520,DE,Hamburg,1049,Électronique,Tablettes,10.16,5,,card,mobile,app,tiktok,0,,paid,
uVxTtm8A78ir,2025-09-08 07:09:00,1910,MA,Rabat,1288,Beauté,Cheveux,28.23,1,WELCOME10,paypal,desktop,web,google,0,,paid,
8JWdYNIRwBH5,2025-09-20 23:59:23,1909,MA,Marrakech,1023,Électronique,Écouteurs,12.03,1,,card,mobile,web,tiktok,0,,paid,
v0C3OjqyHNIX,2025-08-24 13:55:46,1692,FR,Lyon,1084,Maison,Décoration,16.37,2,ÉTÉ2025,card,mobile,web,instagram,0,,paid,
05jvUGcU8xeE,2025-07-04 00:30:19,109,CA,Québec,1061,Maison,Cuisine,22.36,1,STUDENT,crypto,mobile,web,instagram,0,,paid,
iZfl1Vg4V73A,2025-08-12 06:45:38,1555,CA,Ottawa,1175,Mode,Accessoires,37.1,1,,card,mobile,web,instagram,0,,paid,⚠️ Douanes: formulaire requis
vavUTYtZqSMP,2025-09-07 18:22:05,549,FR,Toulouse,1126,Mode,Chaussures,14.95,5,,paypal,desktop,web,direct,0,,pending,
C7Jv1r0kg0kI,2025-09-09 03:48:04,1436,MA,Marrakech,1155,Mode,Vêtements,17.16,1,WELCOME10,interac,mobile,web,tiktok,0,,paid,
efrZ4v7rLm5J,2025-07-01 05:05:17,1597,MA,Casablanca,1161,Mode,Accessoires,36.36,1,ÉTÉ2025,crypto,mobile,boutique,instagram,0,,paid,
ae9vXRhn8m5X,2025-09-03 02:05:36,1719,US,New York,1040,Électronique,Tablettes,35.49,1,ÉTÉ2025,interac,tablet,app,direct,0,,paid,"Adresse incomplète, revoir 📦"
5nIYgZ2VYtu5,2025-08-15 17:43:09,890,FR,Paris,1285,Beauté,Cheveux,9.24,2,,crypto,mobile,app,google,0,,paid,
cwYt8n5m3Msx,2025-08-20 17:12:03,1026,US,Boston,1128,Mode,Chaussures,25.79,1,,card,mobile,marketplace,google,0,,paid,
YwdMJ2pFtnlu,2025-07-06 12:51:06,1522,US,Seattle,1100,Maison,Literie,12.09,5,ÉTÉ2025,paypal,mobile,marketplace,newsletter,0,,failed,
k8ktrCVqCo6g,2025-09-05 22:07:54,1992,FR,Paris,1273,Beauté,Maquillage,24.66,1,WELCOME10,card,mobile,web,tiktok,0,,paid,
kJaGV5ZEnm6Y,2025-07-12 14:12:16,1437,US,New York,1022,Électronique,Écouteurs,25.37,1,,crypto,desktop,web,tiktok,0,,failed,
RktULhYwvwje,2025-07-30 13:59:32,207,DE,Munich,1121,Mode,Chaussures,15.57,3,,paypal,desktop,web,direct,0,,paid,
QddP1ypDlctl,2025-09-26 19:29:44,1712,DE,Munich,1106,Maison,Literie,63.0,2,,paypal,mobile,boutique,tiktok,0,,paid,
HD1GwLKbqcUq,2025-07-16 11:55:50,1351,US,Seattle,1105,Maison,Literie,30.02,1,ÉTÉ2025,interac,mobile,app,direct,0,,paid,
Rzq3Ia3Ii4ls,2025-08-30 19:00:31,990,DE,Hamburg,1114,Maison,Literie,22.28,1,,crypto,mobile,web,newsletter,0,,paid,
K0iHJvzD6p3H,2025-08-28 15:08:16,488,US,San Francisco,1134,Mode,Chaussures,15.49,2,,paypal,mobile,web,google,0,,paid,
y4QLBgsjiisz,2025-07-29 02:20:40,1102,US,Boston,1265,Beauté,Maquillage,13.15,1,STUDENT,paypal,mobile,app,friend,0,,paid,
ZuutyQUnmRPh,2025-07-11 14:04:35,888,FR,Paris,1100,Maison,Literie,12.09,1,ÉTÉ2025,crypto,desktop,boutique,tiktok,0,,paid,
TCFx2CdZ1bSx,2025-07-13 12:15:12,1552,US,San Francisco,1245,Beauté,Soins,20.75,5,BLACKFRIDAY,interac,mobile,app,google,0,,paid,
i0P2O3Soi2aB,2025-07-30 05:32:40,1331,US,San Francisco,1116,Maison,Literie,24.11,3,,card,desktop,app,google,0,,paid,
b2qJ8cKvWB9h,2025-07-25 12:21:17,1771,CA,Toronto,1234,Sport,Randonnée,71.66,1,,crypto,desktop,boutique,friend,0,,paid,
KEf3aloNR8JX,2025-09-17 19:08:56,923,US,Boston,1100,Maison,Literie,12.09,-5,STUDENT,interac,desktop,web,friend,1,2025-10-07,paid,
0cQkFv7McNAS,2025-09-21 12:38:04,1247,US,Boston,1039,Électronique,Écouteurs,27.07,1,,card,mobile,web,tiktok,0,,paid,
JXVnyXREkchx,2025-10-02 04:04:19,382,FR,Toulouse,1287,Beauté,Cheveux,32.92,5,WELCOME10,interac,tablet,web,google,0,,paid,"Promo appliquée, vérifier le cumul"
Zyty2M6UR5xO,2025-08-08 04:43:40,1888,CA,Toronto,1127,Mode,Chaussures,18.48,2,,card,mobile,web,newsletter,0,,paid,
FfBsoy8OuGmj,2025-09-17 12:30:07,1780,CA,Vancouver,1111,Maison,Literie,24.21,3,,paypal,mobile,web,direct,0,,paid,"Promo appliquée, vérifier le cumul"
Cq1ARe1QBzm0,2025-08-21 00:47:54,645,FR,Paris,1091,Maison,Décoration,39.82,1,,paypal,tablet,web,tiktok,0,,paid,
c9GyTIFNdsys,2025-09-16 23:52:24,1475,FR,Toulouse,1199,Sport,Fitness,13.85,1,BLACKFRIDAY,card,mobile,app,tiktok,0,,paid,
kupqe1V7kcni,2025-08-31 22:00:03,1773,US,San Francisco,1039,Électronique,Écouteurs,27.07,2,,interac,mobile,marketplace,friend,0,,refunded,
arHLvf3GItkQ,2025-08-30 00:40:28,150,US,Boston,1113,Maison,Literie,84.07,-1,,paypal,desktop,app,direct,1,2025-09-04,paid,"Client a dit: ""excellent, merci !"""
9bnRn2BYjs71,2025-10-03 09:39:36,1989,CA,Toronto,1020,Électronique,Écouteurs,51.05,1,STUDENT,crypto,mobile,marketplace,instagram,0,,paid,
BomI7pjCeXK4,2025-07-26 01:09:50,1688,US,Seattle,1131,Mode,Chaussures,25.39,5,BLACKFRIDAY,interac,mobile,web,direct,0,,paid,
SWuWi8hIUk7u,2025-10-06 18:33:50,890,US,Boston,1097,Maison,Décoration,27.95,1,,card,mobile,app,friend,0,,paid,
pJzgTjJKoL3H,2025-10-04 20:35:59,460,FR,Marseille,1209,Sport,Cyclisme,168.4,1,,paypal,mobile,app,newsletter,0,,paid,
ksLHE0Yodw7M,2025-09-13 22:06:30,308,DE,Munich,1018,Électronique,Téléphones,15.58,2,ÉTÉ2025,card,mobile,app,tiktok,0,,paid,⚠️ Douanes: formulaire requis
gIz0IQZux4wF,2025-08-04 23:26:40,968,MA,Marrakech,1276,Beauté,Maquillage,27.1,2,,paypal,mobile,web,friend,0,,pending,
ePdEOzfnF4qn,2025-08-20 23:17:15,658,DE,Hamburg,1216,Sport,Cyclisme,16.67,-2,,card,mobile,boutique,google,1,2025-09-08,paid,
NELx60OQbmUW,2025-07-02 19:37:25,717,FR,Lyon,1008,Électronique,Téléphones,19.4,1,,crypto,mobile,web,newsletter,0,,paid,
YoT5sfL9sQWz,2025-09-30 21:25:32,1080,DE,Munich,1196,Sport,Fitness,15.77,3,,interac,mobile,boutique,newsletter,0,,paid,"Client a dit: ""excellent, merci !"""
oL7nHqVQGYS6,2025-09-13 05:30:35,797,US,Seattle,1142,Mode,Vêtements,10.98,1,,paypal,desktop,web,friend,0,,failed,
EF6px5MVCYCZ,2025-09-12 18:39:26,1423,FR,Paris,1019,Électronique,Téléphones,12.11,2,,card,mobile,marketplace,google,0,,paid,
IgVsZgkZrwS6,2025-07-21 21:18:05,991,DE,Hamburg,1192,Sport,Fitness,27.3,1,WELCOME10,paypal,mobile,app,instagram,0,,paid,
1O1eG5WDM123,2025-09-26 12:33:54,715,MA,Rabat,1156,Mode,Vêtements,62.36,1,WELCOME10,crypto,tablet,app,google,0,,paid,
hlAvHhVit7oI,2025-07-13 09:21:02,608,DE,Munich,1044,Électronique,Tablettes,11.71,2,,interac,mobile,boutique,tiktok,0,,refunded,
a1FqJThwKX7X,2025-09-04 00:02:08,1821,FR,Toulouse,1002,Électronique,Téléphones,33.91,1,BLACKFRIDAY,card,mobile,app,google,0,,paid,
szRpapwYvuhz,2025-08-26 23:25:06,1856,US,Seattle,1222,Sport,Randonnée,34.57,3,,interac,desktop,boutique,google,0,,paid,
rvwXgSlxasLs,2025-08-03 07:14:57,397,FR,Toulouse,1208,Sport,Cyclisme,31.74,5,,paypal,desktop,web,instagram,0,,pending,
bQZ8i5hzcqtR,2025-10-01 01:54:10,213,MA,Marrakech,1106,Maison,Literie,63.0,5,,crypto,mobile,app,newsletter,0,,paid,
uckex8u2AvEa,2025-09-03 14:22:43,1849,CA,Ottawa,1222,Sport,Randonnée,34.57,3,,card,mobile,web,instagram,0,,paid,
uROZxroz2c3o,2025-09-05 23:38:36,69,CA,Montréal,1131,Mode,Chaussures,25.39,1,STUDENT,interac,mobile,web,friend,0,,paid,"Nom cont… ""Dupont, Jean"""
G0vOy2fXZwAl,2025-09-19 18:19:51,537,FR,Lyon,1041,Électronique,Tablettes,26.73,2,STUDENT,interac,mobile,marketplace,newsletter,0,,pending,
4NiQHqJSRd3x,2025-07-13 05:05:54,810,US,Seattle,1021,Électronique,Écouteurs,21.91,5,BLACKFRIDAY,crypto,mobile,app,direct,0,,paid,
zUKYriIADsl7,2025-07-03 15:51:05,1578,CA,Montréal,1047,Électronique,Tablettes,41.62,2,,card,mobile,web,instagram,0,,paid,
JIfkLlkAYtRo,2025-10-06 17:41:28,366,DE,Hamburg,1010,Électronique,Téléphones,19.46,5,,crypto,desktop,web,newsletter,1,,paid,
XlaPflDSaCYr,2025-09-03 14:52:44,1387,FR,Marseille,1265,Beauté,Maquillage,13.15,3,BLACKFRIDAY,crypto,mobile,web,google,0,,paid,
PUII1TAsdd9O,2025-08-16 07:01:32,959,CA,Montréal,1187,Sport,Fitness,23.66,1,,interac,mobile,app,direct,0,,paid,
aLiIOORIjRDg,2025-10-01 15:13:39,870,FR,Lyon,1039,Électronique,Écouteurs,27.07,1,WELCOME10,interac,desktop,web,instagram,0,,paid,
Gr8bYPX4gfjl,2025-08-28 11:03:39,1307,DE,Munich,1274,Beauté,Maquillage,15.02,2,,card,mobile,marketplace,newsletter,1,,pending,
QLyEuiyGskZK,2025-08-20 06:09:15,136,CA,Montréal,1230,Sport,Randonnée,17.03,1,,paypal,desktop,app,direct,0,,paid,
vf4H1Q5jhunf,2025-10-14 02:43:51,378,US,Seattle,1186,Sport,Fitness,31.08,3,BLACKFRIDAY,crypto,desktop,web,newsletter,0,,paid,
iVnN4SgeJpB3,2025-07-08 08:52:16,365,MA,Rabat,1206,Sport,Cyclisme,31.74,1,WELCOME10,interac,mobile,web,google,0,,pending,
ZLLaU3Mpubwx,2025-09-05 09:44:42,1987,MA,Rabat,1094,Maison,Décoration,20.16,1,,crypto,tablet,web,instagram,0,,paid,
BlsAOcv4kD8F,2025-07-03 12:27:09,1260,FR,Lyon,1270,Beauté,Maquillage,50.43,3,,crypto,mobile,app,tiktok,0,,paid,
VADjYt0pOmQk,2025-08-01 23:56:17,1804,US,New York,1163,Mode,Accessoires,16.28,3,BLACKFRIDAY,paypal,mobile,web,tiktok,0,,paid,"Promo appliquée, vérifier le cumul"
r92nZ4AdlQjn,2025-10-01 12:57:52,275,FR,Marseille,1145,Mode,Vêtements,36.27,1,,card,mobile,web,google,0,,paid,
SboyHPMOgR0u,2025-08-03 18:38:56,755,CA,Québec,1267,Beauté,Maquillage,12.0,1,,paypal,mobile,marketplace,friend,0,,paid,
oVJnd1p4mjPK,2025-09-07 15:52:34,1424,CA,Ottawa,1096,Maison,Décoration,28.45,3,,paypal,mobile,web,tiktok,0,,failed,
q2SlYW7ULMJo,2025-09-10 15:36:26,485,FR,Toulouse,1051,Électronique,Tablettes,20.24,1,,crypto,mobile,web,google,0,,failed,
R3qODPN2SKyv,2025-08-26 03:40:44,1607,CA,Québec,1011,Électronique,Téléphones,19.44,1,,card,desktop,app,newsletter,0,,pending,
Ylwl2Nabifnl,2025-09-01 02:00:18,753,MA,Marrakech,1187,Sport,Fitness,23.66,2,,interac,desktop,web,tiktok,0,,pending,
kiNZPjKpROnS,2025-10-12 10:11:58,1083,MA,Rabat,1247,Beauté,Soins,17.7,1,,card,mobile,web,tiktok,0,,paid,
zTauHF6QxPq2,2025-07-11 02:01:48,441,DE,Munich,1280,Beauté,Cheveux,25.97,1,BLACKFRIDAY,crypto,mobile,app,tiktok,0,,paid,
rVi3IZlx8FtO,2025-09-20 21:25:14,1020,MA,Casablanca,1263,Beauté,Maquillage,14.7,1,,paypal,mobile,marketplace,friend,0,,paid,"Livraison express, signature exigée"
Av04NnrJvdoF,2025-08-01 07:05:46,1728,FR,Toulouse,1250,Beauté,Soins,13.06,3,,paypal,desktop,web,instagram,0,,refunded,
bbsxewi3j0y5,2025-09-18 12:52:11,1248,FR,Lyon,1105,Maison,Literie,30.02,1,WELCOME10,crypto,mobile,app,google,0,,paid,
JPwJ0BcfXaAO,2025-10-02 02:02:06,329,FR,Marseille,1049,Électronique,Tablettes,10.16,1,BLACKFRIDAY,crypto,desktop,app,newsletter,0,,paid,
lUA3bpTwqeBl,2025-09-23 15:24:35,20,MA,Casablanca,1145,Mode,Vêtements,36.27,1,,card,mobile,marketplace,direct,0,,paid,
D86emhC9CgtG,2025-09-14 04:16:41,769,MA,Casablanca,1204,Sport,Cyclisme,12.32,1,ÉTÉ2025,crypto,tablet,marketplace,friend,0,,failed,
3Evlnv3sIth7,2025-08-30 11:49:03,1459,FR,Toulouse,1178,Mode,Accessoires,21.49,1,,crypto,desktop,web,instagram,0,,pending,
MwGBCG8KNsmf,2025-07-20 21:18:03,791,US,Seattle,1191,Sport,Fitness,37.64,1,,crypto,mobile,web,friend,0,,failed,"Paiement réessayé, ok"
q0XdM9q3VsAG,2025-08-04 20:41:49,546,US,New York,1277,Beauté,Maquillage,18.17,1,BLACKFRIDAY,crypto,mobile,boutique,newsletter,0,,failed,
uPWOEYDymd6Z,2025-07-17 18:32:04,1605,US,San Francisco,1122,Mode,Chaussures,49.47,1,ÉTÉ2025,interac,tablet,boutique,friend,0,,paid,
BxrXVogwvBA3,2025-07-19 11:33:58,31,CA,Ottawa,1221,Sport,Randonnée,9.64,1,ÉTÉ2025,card,mobile,web,google,0,,paid,
P5yL1UhMX3OU,2025-09-19 11:14:52,538,MA,Rabat,1099,Maison,Décoration,21.82,1,BLACKFRIDAY,card,desktop,app,google,0,,paid,
mPuWugT1xnDE,2025-09-07 05:10:50,60,MA,Marrakech,1083,Maison,Décoration,18.93,5,,interac,mobile,app,instagram,0,,paid,
YmyqNPJC8MRJ,2025-08-31 12:35:19,1328,CA,Vancouver,1046,Électronique,Tablettes,19.49,1,,crypto,mobile,web,instagram,0,,paid,
qIRNlgfKY5Jy,2025-10-15 04:19:14,1166,CA,Québec,1026,Électronique,Écouteurs,13.8,5,,paypal,desktop,web,friend,0,,paid,
1kxMXtZrUEeF,2025-09-03 15:30:16,1020,DE,Munich,1293,Beauté,Cheveux,37.52,2,WELCOME10,card,mobile,marketplace,friend,0,,paid,"Paiement réessayé, ok"
az33FnplsBXS,2025-08-31 22:33:11,1065,CA,Vancouver,1231,Sport,Randonnée,27.34,1,BLACKFRIDAY,paypal,desktop,app,newsletter,0,,paid,
3NKcuYau39wJ,2025-10-14 07:52:32,1491,US,San Francisco,1015,Électronique,Téléphones,18.52,1,,paypal,mobile,web,friend,0,,paid,
B9q1HDrp7Av5,2025-08-24 13:11:22,1622,CA,Ottawa,1115,Maison,Literie,28.52,1,,interac,mobile,app,tiktok,0,,pending,
0vkD787Q1H4W,2025-07-27 16:08:21,166,CA,Gatineau,1173,Mode,Accessoires,29.1,1,,interac,mobile,web,direct,0,,paid,
LNp8iuYOf93r,2025-08-15 02:48:50,1177,MA,Rabat,1058,Électronique,Tablettes,28.95,3,,card,mobile,web,direct,0,,paid,
TvYtzJkmM6Mu,2025-09-10 10:16:43,651,MA,Casablanca,1117,Maison,Literie,13.68,3,,crypto,mobile,app,direct,0,,paid,
894ptJtPu4P4,2025-07-16 15:05:13,1371,FR,Paris,1062,Maison,Cuisine,14.11,1,,paypal,desktop,web,newsletter,0,,paid,"Promo appliquée, vérifier le cumul"
pO0XhnTCcKEA,2025-08-25 08:18:22,1398,DE,Hamburg,1133,Mode,Chaussures,31.09,5,,crypto,mobile,boutique,friend,0,,paid,
AXBOQzbzyiBi,2025-08-12 01:50:51,38,CA,Montréal,1053,Électronique,Tablettes,33.31,2,ÉTÉ2025,crypto,mobile,web,friend,0,,paid,
ejU4tnJ9mxTA,2025-09-24 11:52:42,589,CA,Gatineau,1298,Beauté,Cheveux,36.83,1,,crypto,mobile,app,newsletter,0,,paid,
V1YFjtFi02bl,2025-10-14 10:17:46,854,DE,Hamburg,1130,Mode,Chaussures,11.3,3,,crypto,mobile,app,newsletter,0,,paid,
